Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status,ELIGIBILITY CRITERIA
Person_3,1.1623E+11,ABCDE9457F,3,67957,No,0,255932,Unemployed,36,,235826,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
Person_723,4.05926E+11,ABCDE5860F,0,79064,No,0,297237,Self-Employed,62,,282705,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_821,6.77833E+11,ABCDE1948F,4,60991,No,2,251421,Self-Employed,56,,149708,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_565,7.56814E+11,ABCDE6602F,2,42114,Yes,0,238987,Self-Employed,19,Rent,259007,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
Person_449,2.98614E+11,ABCDE8601F,5,48201,No,2,148463,Employed,24,,89836,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_462,4.42024E+11,ABCDE1032F,2,79792,Yes,0,260551,Self-Employed,46,Own,108292,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_97,6.33391E+11,ABCDE5723F,5,79536,No,1,145624,Self-Employed,39,Rent,31715,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_583,6.35868E+11,ABCDE8885F,5,86628,Yes,1,281502,Employed,31,Rent,181505,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_921,1.46926E+11,ABCDE8050F,0,16590,No,1,133935,Self-Employed,40,Rent,39537,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_212,1.38769E+11,ABCDE5624F,2,16759,Yes,1,48596,Employed,73,,128269,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_520,1.06387E+11,ABCDE7113F,1,94486,Yes,1,246924,Self-Employed,30,Rent,369656,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_2,4.03373E+11,ABCDE1424F,1,21483,No,1,84999,Unemployed,46,,141301,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_950,2.81827E+11,ABCDE6446F,3,22573,No,0,169361,Unemployed,31,Own,204856,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_605,1.6517E+11,ABCDE3520F,0,46630,No,2,89331,Self-Employed,43,Own,31680,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_58,4.54383E+11,ABCDE2127F,0,89694,No,1,100932,Unemployed,25,Own,73953,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_211,1.93574E+11,ABCDE3341F,4,25525,No,1,211303,Self-Employed,42,,326212,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_319,9.36695E+11,ABCDE1956F,1,93420,No,2,100674,Employed,41,Rent,110237,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_606,9.29408E+11,ABCDE1873F,4,59487,Yes,0,155360,Unemployed,67,,264523,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_895,5.55654E+11,ABCDE4272F,2,6893,No,0,240813,Unemployed,21,,237607,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_694,9.74552E+11,ABCDE4291F,2,5671,Yes,1,84339,Employed,57,Rent,130501,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_727,8.04462E+11,ABCDE5985F,1,72274,No,1,121848,Employed,59,,22112,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_329,8.03018E+11,ABCDE4325F,0,34854,Yes,0,258818,Self-Employed,20,Own,174484,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_900,8.95343E+11,ABCDE6202F,2,39436,Yes,2,160245,Employed,65,Rent,358401,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_196,8.21535E+11,ABCDE9236F,1,24370,No,2,53014,Employed,43,,143137,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_708,1.30061E+11,ABCDE9893F,4,86963,Yes,1,228618,Unemployed,69,Rent,379136,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_833,1.58756E+11,ABCDE3988F,0,97275,No,2,226335,Self-Employed,40,Rent,145117,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_934,3.90897E+11,ABCDE8190F,4,81016,Yes,0,178304,Employed,70,Own,327154,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
Person_696,3.94195E+11,ABCDE6540F,5,19424,Yes,2,169338,Self-Employed,20,Own,122371,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_661,4.30277E+11,ABCDE2775F,1,50425,No,2,273483,Self-Employed,75,,190454,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_737,2.70015E+11,ABCDE9844F,5,21721,Yes,0,269645,Self-Employed,60,Own,273223,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
Person_415,6.35684E+11,ABCDE6815F,1,73548,No,0,219871,Employed,38,Own,101267,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_567,2.0565E+11,ABCDE3496F,4,98030,No,0,45512,Self-Employed,59,,137248,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_886,7.56136E+11,ABCDE9249F,4,94026,No,0,60237,Self-Employed,75,Own,25068,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_253,8.84934E+11,ABCDE6720F,0,53699,No,2,141475,Employed,69,Own,106433,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_531,2.12477E+11,ABCDE7898F,2,46467,Yes,0,254065,Self-Employed,68,Own,223926,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_236,6.0681E+11,ABCDE8098F,2,67299,No,0,253863,Self-Employed,48,Rent,120835,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_98,7.95615E+11,ABCDE2303F,5,82567,No,1,42491,Unemployed,40,Own,81461,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_832,4.54249E+11,ABCDE1239F,4,36762,No,0,252354,Unemployed,29,Own,215273,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
Person_766,7.18416E+11,ABCDE9486F,1,85537,No,1,104699,Self-Employed,39,,27642,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_752,3.7945E+11,ABCDE6134F,0,72482,No,1,160661,Self-Employed,59,,172259,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_717,9.56905E+11,ABCDE3365F,1,57000,Yes,0,42563,Employed,58,,59598,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_966,2.64482E+11,ABCDE9641F,2,32279,Yes,1,275207,Employed,20,,101514,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_601,7.15744E+11,ABCDE2102F,4,60581,Yes,0,179249,Employed,66,Rent,199223,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_437,7.9627E+11,ABCDE6889F,0,39382,No,1,189555,Unemployed,65,,297648,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_180,1.50297E+11,ABCDE9918F,4,42860,Yes,0,151299,Employed,28,,236243,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_223,4.47454E+11,ABCDE9588F,0,53352,Yes,1,146268,Employed,34,Rent,75204,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_210,6.79723E+11,ABCDE5088F,1,5930,Yes,1,103750,Self-Employed,56,,37569,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_322,2.02475E+11,ABCDE9660F,1,19668,Yes,1,93035,Self-Employed,31,,58551,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_10,3.24331E+11,ABCDE6364F,0,19360,Yes,2,203308,Unemployed,49,Rent,208394,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_703,1.10125E+11,ABCDE3537F,2,59764,No,1,32551,Unemployed,26,Own,97877,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_692,1.17466E+11,ABCDE8490F,4,36059,No,1,269757,Unemployed,56,Rent,203249,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_998,5.29196E+11,ABCDE5712F,4,99128,Yes,0,167318,Unemployed,62,,238599,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_594,7.76422E+11,ABCDE3913F,5,75359,No,1,28248,Unemployed,19,,65565,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_268,5.86445E+11,ABCDE5012F,2,79114,Yes,2,134215,Unemployed,48,Rent,96178,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_45,8.20424E+11,ABCDE5852F,2,91495,Yes,2,292530,Unemployed,43,Rent,242608,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_871,6.72025E+11,ABCDE5835F,2,87238,Yes,2,199757,Self-Employed,36,,189873,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_246,4.52717E+11,ABCDE3711F,4,45120,No,2,244503,Employed,26,Own,193355,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_819,6.80043E+11,ABCDE9121F,4,49910,Yes,2,173204,Employed,26,,284961,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_152,4.47794E+11,ABCDE3144F,4,91140,Yes,1,132390,Self-Employed,54,Own,87596,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_396,8.70213E+11,ABCDE3034F,1,26985,No,0,254665,Unemployed,61,,252123,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_580,8.49222E+11,ABCDE1629F,5,18309,Yes,0,131194,Self-Employed,28,Own,45276,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_813,8.97811E+11,ABCDE2311F,2,21869,No,0,145483,Self-Employed,33,,107546,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_24,2.96546E+11,ABCDE9830F,0,34762,No,0,178511,Employed,43,Own,249229,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_289,3.04648E+11,ABCDE7918F,5,50750,No,0,42437,Self-Employed,36,Rent,26503,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_573,4.48872E+11,ABCDE8460F,1,23576,No,1,161484,Self-Employed,50,,323050,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_330,4.12876E+11,ABCDE1378F,2,44305,Yes,1,138473,Unemployed,20,Own,105249,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_936,1.31192E+11,ABCDE2157F,0,85093,No,1,277081,Self-Employed,37,Rent,198368,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_141,2.31377E+11,ABCDE9202F,4,94455,Yes,2,114516,Self-Employed,40,Own,77418,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_761,2.94519E+11,ABCDE6322F,1,22688,No,0,246963,Unemployed,72,,318271,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_845,9.74545E+11,ABCDE5693F,0,72343,No,1,168894,Unemployed,49,Rent,280841,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_714,7.92401E+11,ABCDE3387F,0,81067,Yes,1,75751,Employed,23,Own,54759,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_353,2.80195E+11,ABCDE2034F,4,19238,No,2,249617,Employed,43,,165416,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_475,1.97596E+11,ABCDE3034F,5,91334,Yes,2,292172,Self-Employed,47,,341992,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_662,5.27759E+11,ABCDE1701F,5,42821,Yes,0,77470,Self-Employed,62,Own,102310,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_246,1.10688E+11,ABCDE6785F,0,41937,Yes,1,62279,Unemployed,65,Own,60868,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_612,9.01884E+11,ABCDE9031F,5,56961,No,1,289532,Employed,67,Rent,355767,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_797,1.67629E+11,ABCDE1811F,2,33799,No,0,291062,Self-Employed,58,Own,345047,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_909,1.05963E+11,ABCDE9578F,0,13858,Yes,2,288849,Employed,50,,208028,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_968,8.31577E+11,ABCDE7646F,1,34358,Yes,1,286841,Unemployed,23,,136074,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,NO
Person_422,9.11649E+11,ABCDE5458F,3,57050,No,2,193892,Self-Employed,56,Rent,329761,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_913,2.36692E+11,ABCDE7459F,1,99794,No,1,102042,Self-Employed,58,,108175,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_661,6.30995E+11,ABCDE5402F,3,61783,Yes,1,99099,Self-Employed,56,,133206,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_569,5.98148E+11,ABCDE7647F,5,65791,Yes,2,53296,Self-Employed,27,Own,20507,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_857,5.69995E+11,ABCDE2391F,3,29548,No,0,184043,Employed,75,Rent,286757,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_124,3.90288E+11,ABCDE9575F,4,89814,No,1,79473,Self-Employed,64,,33457,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_445,4.09374E+11,ABCDE9189F,0,97758,Yes,1,55340,Unemployed,58,Own,68003,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_870,5.64069E+11,ABCDE7680F,1,89642,No,2,259248,Self-Employed,52,Rent,211781,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_288,8.48912E+11,ABCDE3220F,5,58141,Yes,1,29940,Unemployed,46,Rent,131372,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_196,7.28844E+11,ABCDE3362F,5,33861,No,2,205142,Employed,18,Own,236481,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
Person_226,8.80489E+11,ABCDE9378F,3,82427,No,0,106483,Self-Employed,41,Rent,43243,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_115,4.74552E+11,ABCDE4394F,4,28455,No,0,295649,Unemployed,55,Rent,370517,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_458,9.6533E+11,ABCDE3033F,0,51729,Yes,1,283128,Unemployed,54,Rent,323354,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_398,3.75442E+11,ABCDE5776F,5,90816,No,2,146326,Employed,42,Own,78385,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_305,3.45588E+11,ABCDE4808F,3,6011,No,0,117641,Employed,40,,105160,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_920,3.97908E+11,ABCDE4599F,3,59770,No,0,44916,Unemployed,65,,138563,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_266,3.26074E+11,ABCDE3903F,1,7265,No,2,25840,Employed,62,,43959,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_237,6.29715E+11,ABCDE5735F,2,63404,Yes,2,36009,Self-Employed,64,Own,148409,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_524,3.28014E+11,ABCDE6182F,4,65951,Yes,2,264689,Employed,72,Rent,306456,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_493,5.66326E+11,ABCDE7602F,4,51656,No,1,151515,Self-Employed,32,,215464,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_712,4.78755E+11,ABCDE9232F,0,27988,No,0,142633,Self-Employed,44,,25274,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_739,6.14577E+11,ABCDE2661F,2,42801,No,0,254232,Unemployed,55,,119148,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,NO
Person_210,8.27342E+11,ABCDE6945F,1,30221,Yes,2,153139,Employed,23,,184575,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_104,2.86656E+11,ABCDE5365F,5,48184,Yes,1,261312,Self-Employed,58,Rent,317354,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_527,2.66394E+11,ABCDE7915F,4,52602,Yes,2,232841,Self-Employed,28,,342678,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_548,7.84863E+11,ABCDE3974F,4,41653,No,2,157081,Unemployed,19,Own,267730,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_870,9.84096E+11,ABCDE6156F,4,28477,No,2,189069,Self-Employed,25,,371077,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_854,8.14399E+11,ABCDE9802F,1,33347,Yes,2,46257,Self-Employed,20,Own,104744,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_180,2.35375E+11,ABCDE9596F,1,67120,Yes,2,204756,Employed,44,Rent,297924,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
Person_502,3.91844E+11,ABCDE2255F,5,60244,No,1,119638,Unemployed,25,Own,134196,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_294,8.97379E+11,ABCDE6536F,4,93105,Yes,1,200189,Self-Employed,38,,329611,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_655,8.26837E+11,ABCDE1433F,1,71012,No,1,294051,Employed,75,Rent,364653,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_548,7.77346E+11,ABCDE7853F,4,28542,No,2,38963,Employed,36,,95723,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_290,1.40208E+11,ABCDE1963F,2,22497,No,1,85163,Unemployed,46,Rent,94477,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_501,3.16028E+11,ABCDE5821F,4,39119,No,0,33682,Employed,18,Own,66255,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_889,6.46549E+11,ABCDE6615F,4,67683,Yes,2,238816,Self-Employed,29,,203961,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_347,4.87007E+11,ABCDE5769F,4,51304,No,2,173987,Employed,49,,221297,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_587,8.75695E+11,ABCDE2643F,3,15981,Yes,0,125754,Unemployed,29,,112597,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_915,4.08627E+11,ABCDE5352F,1,40530,No,0,193470,Unemployed,59,Own,332988,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,NO
Person_601,2.81893E+11,ABCDE4504F,0,93222,No,2,277772,Self-Employed,33,Own,167871,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_350,2.23638E+11,ABCDE4485F,2,10661,No,1,194590,Employed,28,Own,161130,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_965,3.74015E+11,ABCDE5647F,2,49006,Yes,0,100075,Employed,56,Rent,97700,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_399,8.22522E+11,ABCDE7344F,3,13210,Yes,0,190930,Unemployed,67,,325748,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_124,4.27851E+11,ABCDE2856F,1,81285,Yes,0,195691,Self-Employed,70,Own,345078,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_630,1.79201E+11,ABCDE9386F,2,7756,No,1,234755,Employed,50,,151765,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_14,7.9651E+11,ABCDE1176F,4,22480,No,1,168016,Unemployed,38,Own,308976,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_466,8.07761E+11,ABCDE7959F,3,32708,Yes,1,95775,Employed,48,Rent,100200,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_147,3.60405E+11,ABCDE6642F,2,33907,Yes,1,195292,Self-Employed,22,Rent,396298,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_245,2.24113E+11,ABCDE9387F,0,87893,No,0,167386,Unemployed,55,Own,281791,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
Person_113,2.79342E+11,ABCDE1851F,0,60095,No,0,111556,Unemployed,37,Rent,55608,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_727,9.11382E+11,ABCDE7220F,5,59255,No,0,72072,Self-Employed,63,Rent,129738,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_310,3.14E+11,ABCDE1586F,2,35918,No,2,97241,Employed,49,Own,140881,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_52,1.16808E+11,ABCDE9522F,1,19029,No,1,166123,Unemployed,36,Own,154741,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_935,8.00975E+11,ABCDE3571F,5,36763,No,1,135176,Self-Employed,74,Rent,131659,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_845,7.73383E+11,ABCDE5968F,1,84209,No,0,257856,Employed,36,Rent,315075,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_716,8.69672E+11,ABCDE3517F,1,33886,No,2,239181,Employed,55,Rent,183567,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_213,6.78333E+11,ABCDE8015F,5,90101,No,1,151712,Self-Employed,21,Own,308652,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
Person_70,6.90629E+11,ABCDE5409F,3,21760,No,2,198089,Employed,73,Own,317654,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
Person_60,8.94903E+11,ABCDE5339F,3,27287,Yes,2,97237,Self-Employed,51,,21060,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_946,5.62689E+11,ABCDE4029F,2,80065,Yes,1,234193,Self-Employed,68,Own,345578,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_588,6.4663E+11,ABCDE3651F,2,16503,Yes,2,84186,Employed,26,Rent,123496,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_437,5.49497E+11,ABCDE1562F,3,91984,Yes,1,76281,Employed,32,Own,131682,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_263,8.8479E+11,ABCDE7274F,5,62407,Yes,0,41237,Employed,25,,72422,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_5,8.69491E+11,ABCDE2136F,3,20464,Yes,0,157338,Employed,60,Own,355839,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_35,7.30884E+11,ABCDE1177F,0,45029,No,1,80915,Self-Employed,65,Own,111934,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_158,6.25972E+11,ABCDE6300F,4,17177,Yes,0,195128,Employed,53,,378568,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_131,8.33133E+11,ABCDE3882F,4,5759,No,2,124974,Unemployed,43,,125478,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_39,9.78296E+11,ABCDE3518F,3,65755,Yes,0,189453,Self-Employed,64,Rent,195038,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_706,2.37204E+11,ABCDE9406F,0,61697,Yes,2,104000,Employed,43,Rent,49499,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_218,2.79356E+11,ABCDE5094F,5,12586,No,1,181139,Self-Employed,55,,117178,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_509,5.17345E+11,ABCDE3192F,3,9393,Yes,2,196737,Self-Employed,37,Own,170690,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_625,4.47003E+11,ABCDE2367F,3,84934,Yes,1,76918,Self-Employed,66,Rent,42092,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_291,7.92827E+11,ABCDE4665F,3,14395,No,2,131674,Self-Employed,35,Own,22048,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_138,8.37929E+11,ABCDE8672F,0,50385,Yes,2,209142,Self-Employed,54,,246467,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
Person_776,4.10741E+11,ABCDE7637F,5,14198,No,1,282007,Employed,29,Rent,379328,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_420,5.69313E+11,ABCDE7503F,2,69538,Yes,2,191841,Unemployed,32,Rent,130033,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_164,1.3132E+11,ABCDE2528F,5,69869,No,0,33205,Employed,45,Rent,30155,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_770,9.27373E+11,ABCDE6759F,2,84039,No,1,58599,Employed,56,,59553,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_458,5.8703E+11,ABCDE3937F,4,78800,Yes,2,229338,Unemployed,70,Rent,155837,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_781,6.12242E+11,ABCDE3917F,1,60829,No,2,72997,Self-Employed,38,Rent,24465,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_613,4.94909E+11,ABCDE2548F,3,67723,Yes,0,137587,Self-Employed,29,,71367,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_762,6.93955E+11,ABCDE7198F,4,65825,Yes,2,124658,Self-Employed,75,,89144,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_616,7.70242E+11,ABCDE8795F,0,47925,No,0,69795,Employed,21,Own,135562,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_731,3.84996E+11,ABCDE8440F,5,98616,No,2,182580,Employed,56,,129426,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
