Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,marital_status
Person_261,6828677342,ABCDE8576F,0,22369,No,1,999455,Employed,48,Own,322596,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_832,6119056626,ABCDE3069F,1,96972,Yes,1,972783,Employed,38,Rent,135908,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_958,6427716865,ABCDE8144F,2,64465,Yes,0,259863,Self-Employed,65,None,26148,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_53,9666749216,ABCDE9690F,1,64208,No,2,701981,Unemployed,30,None,366456,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_853,9146908465,ABCDE6146F,3,49897,Yes,1,146401,Unemployed,27,Own,449469,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_817,6402144478,ABCDE2492F,5,24820,Yes,0,609405,Unemployed,37,Own,65396,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_800,1865811113,ABCDE7908F,0,63905,Yes,2,928757,Unemployed,67,None,435436,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_338,4289746144,ABCDE6728F,3,12650,Yes,0,705683,Self-Employed,64,Own,407292,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_776,8388268702,ABCDE9145F,3,57339,Yes,2,956718,Employed,54,Own,377522,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_590,3858134809,ABCDE2347F,0,14089,No,1,590403,Self-Employed,47,Rent,267450,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_732,4865679403,ABCDE7585F,3,51711,Yes,0,256420,Self-Employed,37,Own,88722,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_413,8265266132,ABCDE2496F,0,14036,No,0,93509,Self-Employed,29,Rent,4176,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_955,7961171506,ABCDE5186F,4,34750,No,2,338368,Employed,43,None,489683,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_613,7293272178,ABCDE6006F,1,93105,No,1,453544,Unemployed,29,Own,464534,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_74,3492643204,ABCDE3213F,2,84314,Yes,0,658730,Unemployed,72,None,475068,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_155,3876302690,ABCDE9161F,0,78892,No,0,937155,Self-Employed,27,None,210185,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_354,7267599957,ABCDE8070F,5,8325,No,1,765641,Unemployed,56,Own,252000,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_94,7365881775,ABCDE7182F,1,29049,No,2,420187,Unemployed,73,Rent,248505,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_225,4723824667,ABCDE1899F,0,57101,Yes,0,223950,Unemployed,74,Own,106018,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_827,2760481313,ABCDE3779F,2,60017,Yes,1,514157,Employed,26,None,393938,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_88,8526108370,ABCDE7685F,0,8086,Yes,0,796600,Self-Employed,46,Own,440864,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_726,8803831539,ABCDE7075F,1,18163,No,2,614446,Self-Employed,38,None,36739,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_562,1313261429,ABCDE2957F,1,7255,Yes,1,706336,Employed,33,None,337206,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_768,9635568544,ABCDE1880F,0,10835,No,0,944103,Self-Employed,30,Own,275029,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_227,9259120515,ABCDE4991F,2,70273,No,0,423352,Self-Employed,41,Own,359517,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_188,6822796106,ABCDE4153F,0,99274,No,1,485265,Self-Employed,43,Own,286550,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_67,2291667982,ABCDE4966F,2,7688,No,1,142704,Self-Employed,34,Rent,129666,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_399,6626601221,ABCDE5324F,4,17829,No,0,343186,Employed,70,Own,154028,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_984,9737829235,ABCDE5615F,5,40664,Yes,1,716042,Unemployed,73,None,132007,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_618,8641306531,ABCDE2576F,3,20086,No,0,477704,Unemployed,35,Rent,180953,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_906,9293575311,ABCDE6138F,3,72239,No,0,790133,Self-Employed,23,None,319923,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_518,6015343208,ABCDE2731F,5,24913,Yes,2,804027,Unemployed,45,Own,289159,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_689,9511532840,ABCDE2853F,4,94533,Yes,0,67895,Self-Employed,36,Rent,388112,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_296,7413751538,ABCDE6296F,0,40047,No,1,201395,Unemployed,25,Rent,444880,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_962,1629106428,ABCDE3174F,5,77243,Yes,1,260203,Unemployed,55,None,127010,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_560,3155557980,ABCDE6356F,5,86418,Yes,2,474763,Self-Employed,37,Rent,363909,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_240,1397994855,ABCDE2113F,2,30989,Yes,0,508881,Unemployed,46,Rent,171088,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_292,6095706780,ABCDE7529F,1,56771,Yes,2,901373,Employed,60,Rent,140058,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_761,8522729762,ABCDE1642F,2,73549,Yes,0,129508,Unemployed,35,Own,457322,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_181,6430060857,ABCDE4551F,3,43585,Yes,0,729539,Unemployed,48,Own,177508,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_39,5201779628,ABCDE5107F,4,99977,No,2,231198,Employed,44,Own,334628,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_963,5878167021,ABCDE5641F,3,33705,Yes,0,284672,Employed,69,None,265192,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_712,7364139639,ABCDE9106F,4,80783,No,2,727120,Unemployed,22,None,431820,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_449,7694923050,ABCDE3398F,2,62397,No,1,820763,Unemployed,71,Own,352001,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_774,3228871667,ABCDE5608F,3,44283,Yes,2,117340,Unemployed,57,Own,446973,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_294,3691358791,ABCDE6733F,3,13082,No,2,873851,Self-Employed,61,None,87294,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_593,8168539043,ABCDE5789F,1,97053,No,1,217623,Employed,30,None,382563,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_371,3788538244,ABCDE7314F,5,54197,Yes,2,183509,Unemployed,33,None,127733,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_437,5276836670,ABCDE9312F,5,70800,Yes,1,644646,Self-Employed,41,None,208659,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_354,7606302750,ABCDE6324F,1,45468,No,1,314635,Employed,68,Own,37497,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_418,8511136065,ABCDE3200F,4,9187,No,0,779221,Employed,36,Rent,250931,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_452,1455584534,ABCDE9145F,5,56542,Yes,1,678782,Unemployed,72,Own,324879,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_680,5677850869,ABCDE2578F,0,10657,No,0,557742,Self-Employed,53,Rent,122267,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_784,2140448883,ABCDE8265F,5,85072,No,0,794648,Self-Employed,37,Own,440297,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_716,3328159063,ABCDE1916F,5,34792,Yes,1,724243,Self-Employed,56,Rent,301246,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_30,8527797541,ABCDE8123F,5,47604,No,2,199839,Employed,28,None,383214,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_943,3767425128,ABCDE2860F,0,75921,Yes,1,765587,Unemployed,35,None,260398,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_39,9111504334,ABCDE9005F,5,86892,No,2,687786,Unemployed,39,None,344510,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_782,8281022888,ABCDE7739F,5,66157,No,2,898527,Unemployed,43,Own,105200,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_741,7436927257,ABCDE3627F,5,70032,No,0,594181,Self-Employed,56,None,240022,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_936,3717090438,ABCDE8875F,1,34955,No,1,385644,Self-Employed,52,Own,427501,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_92,3032772777,ABCDE2875F,4,67857,No,2,235737,Unemployed,73,Own,196980,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_963,3977982248,ABCDE4196F,2,13057,No,0,625239,Unemployed,65,Own,250366,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_320,9503207797,ABCDE4383F,3,12953,No,1,304826,Unemployed,60,None,170074,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_274,6682209429,ABCDE2874F,3,99609,Yes,2,756977,Employed,24,Rent,348038,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_932,4160291508,ABCDE7311F,0,23643,Yes,1,277475,Employed,31,Rent,137973,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_914,3103060116,ABCDE6156F,3,46168,Yes,0,823091,Self-Employed,58,Own,109447,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_870,2707967352,ABCDE7472F,4,16606,Yes,2,677780,Employed,36,None,241145,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_264,7397010005,ABCDE8816F,2,29467,Yes,1,962008,Unemployed,45,Rent,165333,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_724,6409954256,ABCDE1205F,0,88523,Yes,2,343648,Self-Employed,56,Rent,16051,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_914,7470572910,ABCDE7092F,5,42456,Yes,2,321273,Unemployed,27,None,202439,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_202,5897862709,ABCDE6958F,3,83044,No,2,354472,Unemployed,60,Own,238607,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_423,2278534744,ABCDE3504F,1,65864,No,2,998266,Employed,48,Own,350155,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_777,4925257541,ABCDE5759F,5,92975,No,1,964421,Self-Employed,38,None,113410,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_776,9137039678,ABCDE7095F,5,33974,No,0,286974,Self-Employed,58,Own,430058,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_704,4978119975,ABCDE2916F,3,44835,Yes,1,800845,Employed,28,None,135929,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_137,1535686513,ABCDE7865F,5,72126,Yes,1,808188,Self-Employed,65,None,98467,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_884,5195656140,ABCDE2901F,2,35434,Yes,1,324429,Self-Employed,32,None,230071,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_581,2884659092,ABCDE3362F,3,60665,Yes,0,579152,Self-Employed,70,Rent,222161,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_513,7981322369,ABCDE1190F,5,30226,Yes,1,872201,Unemployed,56,None,302670,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_542,4303661982,ABCDE2928F,1,74925,Yes,0,225341,Self-Employed,28,Rent,288140,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_826,3477857307,ABCDE1685F,1,46521,No,1,378934,Unemployed,25,Rent,261264,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_448,6443037646,ABCDE6467F,2,96500,No,1,314202,Self-Employed,25,Rent,333185,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_677,5992402353,ABCDE6956F,3,37993,No,0,337228,Unemployed,45,None,465794,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_375,8369471906,ABCDE6642F,3,92703,No,0,530763,Unemployed,59,None,383164,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_658,2728131815,ABCDE1567F,5,71982,No,0,938885,Self-Employed,40,Rent,165730,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_740,5497952689,ABCDE4258F,0,50167,Yes,2,373247,Unemployed,30,None,27423,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_124,1965782542,ABCDE9643F,0,31654,Yes,1,626423,Self-Employed,44,None,386713,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_482,7878203010,ABCDE7019F,4,73765,Yes,0,971988,Self-Employed,68,Own,470617,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_493,2497406067,ABCDE1824F,1,19077,No,2,941271,Employed,64,Own,322135,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_571,5053911653,ABCDE5731F,1,32880,No,1,374017,Unemployed,71,Own,22009,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_355,8089314650,ABCDE6146F,2,53464,Yes,2,229415,Self-Employed,51,Own,269259,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_728,8501585670,ABCDE2380F,3,9432,Yes,0,937339,Employed,43,Rent,359768,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_381,3638271792,ABCDE4886F,5,94433,Yes,1,197797,Self-Employed,46,Own,295596,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_890,6162605412,ABCDE3573F,0,44714,No,0,108374,Employed,74,Rent,97201,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_232,2271353983,ABCDE4970F,3,35612,Yes,2,171268,Employed,70,None,381799,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_452,9672251583,ABCDE7075F,4,13069,No,1,180914,Unemployed,45,Rent,430751,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_516,1970546637,ABCDE3256F,5,67622,No,2,250936,Self-Employed,69,None,305317,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_971,5904683454,ABCDE3449F,0,9545,No,0,816703,Unemployed,61,Own,340726,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_975,9326180566,ABCDE2636F,2,40546,No,0,236023,Unemployed,63,Rent,82378,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_343,8156399869,ABCDE7489F,5,84643,No,2,145471,Self-Employed,71,Own,133343,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_595,1563089585,ABCDE9718F,4,29901,No,2,418266,Self-Employed,30,None,205541,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_808,4736647347,ABCDE7954F,2,50696,Yes,2,163951,Unemployed,58,Own,341784,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_616,7350191442,ABCDE3958F,5,38119,No,1,127232,Self-Employed,38,None,118974,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_262,1873940550,ABCDE7736F,0,95877,Yes,0,312218,Self-Employed,21,Rent,398435,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_459,1754314687,ABCDE3719F,3,57928,Yes,2,825989,Self-Employed,34,Rent,381758,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_117,9848401343,ABCDE6467F,3,70391,Yes,2,801667,Self-Employed,37,Rent,341571,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_22,1597214566,ABCDE3093F,0,99106,No,2,617433,Employed,43,Rent,207209,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_244,3897743002,ABCDE7964F,2,71799,Yes,1,863320,Employed,59,Rent,7877,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_567,4181668097,ABCDE6781F,3,21652,No,2,582067,Employed,56,None,382332,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_895,6883857624,ABCDE5668F,3,60290,No,2,646115,Employed,59,None,338248,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_375,7194791246,ABCDE6309F,2,52813,Yes,1,909807,Employed,42,Rent,292164,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_483,8023961494,ABCDE6501F,3,66588,No,0,536352,Unemployed,47,Own,219679,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_132,3143347735,ABCDE4305F,5,26384,Yes,1,554825,Employed,64,None,17060,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_838,3258238439,ABCDE8906F,5,62324,No,0,200565,Employed,74,None,5510,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_222,5108745822,ABCDE5007F,3,62062,Yes,0,476314,Unemployed,23,None,262580,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_135,5584023348,ABCDE5691F,3,18213,Yes,1,132454,Self-Employed,48,Rent,77499,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_431,8137826850,ABCDE8774F,3,15309,Yes,1,324739,Employed,44,Own,274204,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_731,7158244152,ABCDE5779F,0,87816,No,2,665114,Unemployed,74,Own,283636,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_296,4597268363,ABCDE6877F,2,64799,Yes,2,987124,Self-Employed,41,Own,190543,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_213,5682216604,ABCDE5206F,4,15883,No,0,107134,Unemployed,30,None,493053,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_444,4285702938,ABCDE7240F,0,58489,No,2,828102,Unemployed,50,Rent,291672,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_148,3733347037,ABCDE3031F,3,81630,Yes,2,694096,Employed,42,None,177152,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_116,1374090996,ABCDE3392F,1,29966,Yes,0,835532,Unemployed,37,None,143617,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
