Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status
Person_144,434125997360,ABCDE2836F,5,71224,No,1,131135,Employed,27,No Property,98042,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_495,746747277606,ABCDE1933F,3,6941,Yes,2,84948,Unemployed,66,No Property,124999,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_941,239791625654,ABCDE7493F,2,9503,Yes,2,219304,Employed,45,No Property,206824,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_590,161286253770,ABCDE3978F,3,59778,No,0,165421,Self-Employed,39,No Property,359141,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_229,534032463159,ABCDE7133F,0,62842,Yes,1,79242,Self-Employed,71,Rent,24543,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_494,125815854661,ABCDE1830F,2,27046,No,1,95147,Employed,40,Rent,27385,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_27,244447023193,ABCDE4754F,2,18808,No,0,96479,Employed,48,No Property,107777,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_639,611895425627,ABCDE8940F,0,31304,No,0,78305,Self-Employed,75,Own,76402,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_608,781540346719,ABCDE9569F,0,36230,Yes,2,181967,Self-Employed,44,No Property,266361,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_40,335770440736,ABCDE8697F,0,81739,Yes,2,29043,Employed,36,Own,35649,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_587,667940008691,ABCDE5086F,5,89817,Yes,2,30094,Employed,68,Own,37293,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_499,311354072232,ABCDE2793F,3,26875,Yes,0,135059,Employed,24,Own,37388,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_168,767084279949,ABCDE9481F,1,98517,Yes,0,291980,Employed,49,Own,119473,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_512,140327229171,ABCDE7441F,0,93008,No,2,204491,Employed,26,No Property,165026,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_829,945386102150,ABCDE7980F,5,8337,No,0,103071,Unemployed,71,Rent,124246,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_603,258833090225,ABCDE8483F,5,89698,No,1,72434,Self-Employed,69,Own,144514,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_467,717553766836,ABCDE2190F,5,70407,Yes,2,175819,Unemployed,53,Own,348303,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_931,395681841652,ABCDE7454F,5,17473,No,0,132196,Employed,59,No Property,49299,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_692,196444217913,ABCDE1087F,2,81748,Yes,2,55406,Employed,60,No Property,38488,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_237,977482892909,ABCDE3284F,5,94287,No,1,296040,Employed,72,No Property,213824,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_208,209592688942,ABCDE2989F,4,13701,Yes,0,165699,Self-Employed,24,Rent,136027,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_600,531534848901,ABCDE6034F,5,14582,Yes,2,127750,Employed,68,Own,93932,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_732,714120345513,ABCDE3427F,0,11540,No,2,68249,Unemployed,42,No Property,111492,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_443,761696593509,ABCDE5890F,3,42757,Yes,0,29341,Employed,41,Own,55912,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_767,274765762469,ABCDE7518F,2,75696,No,0,26575,Employed,18,Own,137978,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_759,772001947603,ABCDE8778F,3,59221,No,0,72923,Employed,72,No Property,29027,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_407,340078019771,ABCDE7338F,0,47956,Yes,0,59017,Employed,35,Own,74149,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_894,449011844354,ABCDE4471F,1,53542,No,0,55947,Unemployed,35,Rent,111445,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_665,862940116579,ABCDE5594F,1,94896,No,1,238229,Self-Employed,25,No Property,324295,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_708,248100301311,ABCDE9605F,4,86152,Yes,1,196241,Employed,63,Own,179578,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_664,146379696803,ABCDE2127F,0,13200,Yes,1,299912,Unemployed,51,No Property,125186,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_589,971907825621,ABCDE2644F,5,31402,Yes,1,192872,Self-Employed,37,Own,262054,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_297,157971398455,ABCDE2606F,0,19972,Yes,1,26934,Employed,29,Rent,21793,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_133,209826067958,ABCDE5195F,5,35617,Yes,2,183085,Self-Employed,38,No Property,164705,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_400,599531740138,ABCDE4490F,3,34842,No,2,67726,Employed,23,Rent,58761,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_695,316380185177,ABCDE8578F,2,11425,No,2,98701,Employed,68,Rent,74749,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_803,447063645244,ABCDE5365F,1,92370,No,0,96555,Employed,51,No Property,94557,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_892,755904989088,ABCDE9247F,4,34113,Yes,2,284990,Self-Employed,70,No Property,191170,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_293,922658284485,ABCDE9319F,1,47172,No,0,118851,Self-Employed,71,Own,99737,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_813,306505608461,ABCDE6432F,4,89260,No,2,263342,Self-Employed,44,No Property,154436,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_346,307543810330,ABCDE8872F,4,54697,No,1,242288,Unemployed,18,Own,140376,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_359,867999919832,ABCDE1746F,5,94006,Yes,2,136519,Self-Employed,27,Rent,129919,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_318,334617458954,ABCDE7246F,1,38036,No,0,188403,Employed,58,Own,174062,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_936,576775832866,ABCDE2063F,4,95915,No,0,183755,Employed,45,No Property,239715,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_780,993699222120,ABCDE1628F,4,81508,Yes,0,217367,Employed,43,Own,105944,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_701,844207372764,ABCDE6504F,3,29971,Yes,1,31796,Employed,49,No Property,32649,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_863,806022675515,ABCDE7502F,5,85532,No,2,105963,Employed,60,No Property,63798,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_869,999208620996,ABCDE6726F,5,96466,No,1,26617,Unemployed,29,Rent,47648,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_149,577979280611,ABCDE1070F,4,98454,Yes,2,39005,Employed,58,Rent,89402,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_406,509673858049,ABCDE7117F,2,69231,Yes,2,100511,Unemployed,71,Rent,99715,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_605,991171571853,ABCDE6536F,5,37668,No,2,265521,Employed,26,Own,156553,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_79,858745354336,ABCDE9619F,2,64165,No,2,116608,Employed,21,Rent,33010,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_858,702221562727,ABCDE3723F,1,5169,Yes,0,270733,Employed,25,No Property,399665,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_797,332751086119,ABCDE5153F,1,95594,Yes,0,91836,Employed,31,No Property,38164,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_470,815766583519,ABCDE1902F,3,98579,No,1,182391,Unemployed,75,Rent,169900,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_852,779871087599,ABCDE6005F,3,51609,No,2,195453,Unemployed,44,Own,113534,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_70,360842471799,ABCDE3748F,3,10749,No,1,60792,Unemployed,72,Own,37810,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_991,678889633682,ABCDE4388F,2,9170,No,1,190041,Employed,73,Rent,101366,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_829,331936910506,ABCDE3705F,4,71497,Yes,1,222444,Employed,45,No Property,376798,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_161,701356520787,ABCDE4390F,4,73539,Yes,2,93711,Employed,51,Own,59379,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_502,305010787650,ABCDE2461F,0,34925,No,1,131032,Employed,64,Own,100390,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_90,532534866781,ABCDE8620F,1,40411,No,1,50424,Employed,71,No Property,61130,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_550,672488028496,ABCDE8315F,4,92036,Yes,2,266510,Self-Employed,26,Own,386489,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_70,543998077552,ABCDE9446F,5,26205,Yes,1,34934,Employed,64,No Property,38172,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_838,657712482831,ABCDE3571F,3,6972,Yes,1,114283,Employed,34,Rent,139938,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_585,268953442955,ABCDE4298F,2,36422,No,2,44773,Employed,58,No Property,59931,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_850,347680274955,ABCDE9971F,4,60089,Yes,0,197659,Employed,39,Own,142956,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_233,711014400873,ABCDE8283F,4,68811,Yes,1,83228,Employed,21,Own,132787,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_807,500317134423,ABCDE1563F,3,46729,Yes,2,138894,Unemployed,55,Rent,116929,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_312,723719219690,ABCDE9309F,2,30635,Yes,2,139118,Employed,47,No Property,39488,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_122,667039824717,ABCDE9348F,4,59092,No,1,133096,Employed,29,Own,118747,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_356,140258895568,ABCDE3112F,0,87009,No,1,77087,Employed,46,No Property,99463,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_64,988047649995,ABCDE7970F,5,50396,Yes,0,195241,Employed,23,No Property,117403,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_584,100445586458,ABCDE2696F,0,33802,No,2,235569,Employed,58,Own,133038,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_490,425132211982,ABCDE5389F,5,76718,Yes,0,181768,Employed,18,No Property,200317,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_751,183559528043,ABCDE4974F,5,45793,No,0,275360,Employed,19,Own,381221,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_720,979024992249,ABCDE7939F,3,15378,No,2,226252,Employed,63,Own,378159,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_480,888747733705,ABCDE3952F,5,14321,No,2,181718,Employed,47,Rent,259027,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_269,280534489917,ABCDE2605F,5,80260,No,1,205399,Self-Employed,39,Own,383898,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_118,624723468217,ABCDE5010F,3,51221,Yes,0,250195,Unemployed,70,Rent,310008,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_475,817756670483,ABCDE4911F,3,61544,Yes,1,167224,Self-Employed,68,Own,206274,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_790,971600111203,ABCDE1038F,1,86036,No,1,70343,Employed,47,Rent,145712,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_167,656926753255,ABCDE5974F,5,47352,No,0,248433,Unemployed,48,Own,187969,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_93,306280871487,ABCDE1991F,0,95547,No,1,198554,Employed,21,Rent,292266,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_411,747401651447,ABCDE4546F,5,38945,No,0,42760,Employed,68,No Property,128601,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_808,727830895625,ABCDE3327F,1,83356,No,1,237286,Employed,29,No Property,289718,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_836,744676463995,ABCDE2773F,0,37248,No,2,28771,Unemployed,51,No Property,55377,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_814,869992874669,ABCDE3304F,1,15313,No,1,188343,Self-Employed,52,Rent,316262,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_394,219903270628,ABCDE7338F,5,9013,No,0,33063,Employed,52,No Property,134226,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_388,652214258005,ABCDE9888F,3,69700,No,1,105709,Employed,42,Rent,54578,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_304,236808045129,ABCDE3334F,0,80856,No,0,236941,Employed,72,Own,392221,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_318,832645046992,ABCDE1570F,5,99604,Yes,0,25016,Employed,67,Rent,69418,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_925,593133524937,ABCDE5180F,1,49275,No,2,152853,Employed,31,Rent,386406,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_852,703196048173,ABCDE7432F,2,89878,Yes,2,53831,Self-Employed,66,No Property,125372,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_999,139543682506,ABCDE4534F,1,76122,No,1,163022,Unemployed,22,No Property,265575,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_434,976039376222,ABCDE2567F,5,52038,No,0,130700,Employed,18,Rent,70173,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_638,190252719501,ABCDE1546F,1,64346,Yes,1,119251,Unemployed,26,No Property,85119,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_23,127162013226,ABCDE3527F,1,28693,No,1,201497,Employed,63,No Property,280027,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_238,270561720001,ABCDE7887F,5,30622,No,2,181039,Employed,74,Rent,279802,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_806,176792497878,ABCDE6417F,0,20690,No,1,225989,Employed,74,Rent,269742,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_477,968786900110,ABCDE5893F,1,82078,No,0,274677,Employed,41,No Property,392369,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_550,599394131190,ABCDE2962F,2,98331,Yes,2,248946,Unemployed,63,Own,109707,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_489,188369547580,ABCDE9138F,0,48353,No,1,170220,Self-Employed,72,No Property,241412,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_230,457434969177,ABCDE5976F,5,70351,No,0,178240,Unemployed,28,No Property,119746,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_80,853039216569,ABCDE2927F,5,48805,No,0,136640,Employed,39,No Property,96361,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_490,495220189726,ABCDE8910F,2,30142,No,2,146523,Unemployed,56,Rent,145807,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_802,571578945305,ABCDE8093F,3,66488,No,1,202582,Employed,20,Rent,269304,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_522,114029030398,ABCDE8722F,1,98735,No,2,225951,Employed,44,Rent,254599,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_144,520469338837,ABCDE2137F,0,41948,Yes,0,293702,Unemployed,23,No Property,166974,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_167,439264595632,ABCDE1826F,4,15918,No,1,219193,Employed,38,No Property,161562,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_70,566817321150,ABCDE3184F,1,58113,No,0,210635,Employed,48,No Property,319851,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_434,965751044318,ABCDE6437F,3,69570,No,2,276442,Self-Employed,19,Own,259902,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_555,422101964771,ABCDE9607F,4,78670,No,2,57191,Employed,61,No Property,97379,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_129,575015360043,ABCDE5334F,4,59506,No,2,43067,Employed,20,Own,44689,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_949,458650352053,ABCDE9548F,4,75121,No,1,212704,Self-Employed,38,Rent,165659,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_419,123939377425,ABCDE9433F,0,81090,Yes,1,199141,Employed,58,Own,130346,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_114,743007048334,ABCDE9574F,2,20083,Yes,0,247979,Unemployed,24,No Property,230486,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_404,542185163164,ABCDE6567F,3,37130,Yes,2,120630,Employed,43,Rent,128144,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_42,557083730673,ABCDE1877F,3,32219,No,0,97137,Self-Employed,23,Rent,91499,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_598,741859188788,ABCDE2460F,0,88229,No,0,46480,Employed,24,No Property,27924,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_465,732275099344,ABCDE4788F,1,88219,No,1,260530,Employed,27,Rent,212593,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_125,635946122924,ABCDE3179F,1,52286,Yes,1,56586,Employed,57,No Property,52930,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_136,491915060914,ABCDE9937F,1,51093,Yes,2,175407,Self-Employed,34,No Property,382236,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_924,871612767049,ABCDE6252F,0,26064,No,0,180045,Unemployed,31,Rent,335725,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_667,606210401870,ABCDE8713F,3,78522,No,1,270567,Employed,47,No Property,187820,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_46,467949913195,ABCDE4459F,2,29586,Yes,0,94825,Unemployed,47,Own,21169,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_859,771020162034,ABCDE8976F,5,44576,Yes,0,263357,Employed,18,No Property,340565,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_958,421107257442,ABCDE9549F,5,10202,Yes,2,230965,Employed,65,Own,137601,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_950,344188739507,ABCDE7071F,2,85154,Yes,2,274153,Unemployed,60,Rent,319681,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_693,566980828484,ABCDE8203F,2,82678,Yes,0,117891,Employed,37,No Property,29377,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_91,425461410000,ABCDE6405F,2,59654,No,0,124258,Employed,29,Own,54332,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_601,346234198549,ABCDE4412F,3,68691,No,2,239486,Employed,60,Rent,212995,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_8,462367579457,ABCDE2141F,2,35538,No,2,221739,Employed,34,Own,236849,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_138,123018560247,ABCDE2111F,2,69505,Yes,1,151180,Unemployed,61,Rent,231985,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_843,584314448907,ABCDE9121F,4,57737,No,0,94044,Employed,49,No Property,77994,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
